Country Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bahrain,20576.51539,20566.55701,20915.83341,21195.90078,21713.53805,21681.0283,21866.04923,22348.90481,22325.70308,22027.33131,21783.85153,22013.75842,21918.00506,21157.79342,21452.92152,21906.74643,22484.85482,23012.70834,23107.95659,22795.44886,22810.77492,23019.25574,23023.11978,23414.21907,22579.36201,23407.19585,24395.47247
"Bahamas, The",29088.15717,28965.19003,29828.74583,31473.36902,32300.76587,32685.1793,33129.48361,32276.71951,32125.04387,32765.74467,33127.42255,33136.48773,31908.93208,30139.45317,30175.63898,29984.88412,30577.73381,29426.02269,29701.45803,29724.95334,29253.89133,29763.50484,30412.13282,29988.16535,22830.5036,26614.18992,30283.89699
Bosnia and Herzegovina,1422.946542,1846.152523,2099.243419,2279.743702,2554.564127,2606.750388,2735.535289,2851.273553,3061.551427,3218.594203,3423.123984,3669.016795,3932.015323,3878.440467,3980.442307,4091.581885,4133.902724,4297.493496,4403.673915,4654.60862,4865.351291,5082.997254,5339.477068,5558.08144,5459.219629,5947.819318,6263.702073
Belarus,1945.849499,2176.704154,2370.199319,2461.840201,2616.927182,2754.679408,2912.139153,3139.138008,3522.508951,3880.03541,4294.251954,4685.005695,5180.740438,5203.883103,5621.967658,5938.252882,6047.903925,6110.937801,6212.935779,5967.06856,5811.25054,5964.914363,6165.957887,6267.765139,6252.008819,6457.75127,6204.096662
Belize,4873.270304,4909.383085,4923.842544,5206.651843,5657.456684,5755.757007,5879.604207,6252.220718,6355.399593,6305.35056,6399.145911,6422.304327,6147.690927,5954.405582,5879.733301,5729.992057,5807.263053,5930.732391,6034.402196,6098.60008,5974.37917,5750.503569,5699.062802,5833.173562,4957.943868,5768.908388,6191.662837
Bermuda,91261.15148,94878.49225,97857.32328,100602.9275,109001.586,115619.4747,113172.1206,116268.8169,118193.1487,119396.4494,125294.9594,128757.8807,125610.0334,117886.738,115839.796,112471.3475,106119.795,105492.4807,101374.4698,102005.6256,102407.3944,107237.0318,106697.7375,107036.2393,99745.24161,102959.2549,106359.9705
Bolivia,1912.002259,1970.168081,2031.972206,2003.861308,2017.394609,2015.377479,2029.617944,2048.559818,2097.258353,2152.36197,2216.544709,2277.503826,2376.078089,2414.129945,2471.473633,2556.830269,2643.690816,2777.720532,2882.806896,2975.648811,3054.892548,3135.031646,3219.200892,3242.948845,2920.197447,3061.899296,3134.766321
Brazil,6567.352461,6689.199377,6613.983181,6551.226671,6745.857771,6749.881603,6868.695907,6865.17325,7178.347485,7325.90355,7534.5425,7909.825247,8231.100373,8142.761048,8673.898383,8935.277314,9025.313996,9216.13228,9183.459727,8783.215424,8426.843221,8470.940604,8553.865902,8592.211207,8255.568013,8621.731582,8831.127729
Barbados,14756.95682,15431.14345,15981.1102,16002.54331,16683.45065,16244.61607,16306.28792,16596.00311,16767.21457,17367.56328,18352.95942,18664.2189,18703.93355,17687.10468,17227.33264,17050.34407,16954.45629,16693.80757,16655.83928,17023.69436,17419.78888,17466.65254,17283.37792,17298.5068,15067.43698,14922.52908,16588.14881
Brunei Darussalam,35690.98458,34377.85758,33445.12083,33739.49374,33985.81548,34219.3106,34857.3932,35202.78909,34750.57363,34290.11077,35213.21843,34714.54022,33526.00264,32449.83033,32810.50364,33577.06043,33456.26529,32341.88901,31155.74411,30681.43397,29601.0965,29695.88082,29437.86518,30313.41386,30401.84383,29673.16588,28954.06409
Bhutan,978.49497,1013.40931,1053.54196,1110.067304,1115.625334,1176.653268,1272.631803,1338.508646,1385.39643,1456.479788,1535.427874,1795.071788,1859.070447,1961.938759,2171.9098,2319.590936,2411.896403,2436.85978,2551.483073,2695.636924,2889.493887,2998.473207,3079.143963,3233.597889,2884.208737,2992.439287,
Botswana,4410.388944,4667.885911,4585.674131,4922.373897,4917.232089,4831.783762,5030.265216,5171.541253,5219.414504,5360.019176,5700.219856,5913.069931,5982.661964,5031.983614,5428.296158,5684.357892,5566.681785,6067.998437,6291.271811,5869.737579,6166.239927,6287.834749,6418.706354,6485.568198,5810.898476,6395.139663,6657.585089
Central African Republic,447.3506307,458.1338353,466.6341085,470.1683589,445.803293,455.3383802,461.4980856,426.1595808,442.0152361,436.1002651,447.8081065,459.7460664,459.5624572,488.388025,500.5292774,513.5942668,534.8835626,338.1657058,338.7003848,351.8797548,362.2183312,371.603131,378.2630778,381.4140464,375.2169241,370.980373,364.6907534
Canada,32795.66535,33861.1471,34889.67131,36393.96369,37923.48646,38185.21967,38912.20974,39257.7619,40093.80734,40989.52682,41646.41464,42098.43122,42063.24012,40368.93151,41156.14519,42037.51874,42315.80739,42846.2842,43635.09548,43596.13554,43536.9134,44325.48834,44917.48373,45113.06628,42366.48714,44234.54214,44928.58876
Central Europe and the Baltics,6589.979927,6755.029862,6947.733832,7091.737865,7414.028808,7698.351013,8028.851078,8383.300762,8897.285984,9369.378928,10012.70761,10696.6396,11157.48014,10786.91612,10981.47334,11394.2668,11514.54568,11615.76708,12014.13154,12526.59301,12903.97553,13596.01111,14295.752,14873.83473,14396.30627,15444.54443,16291.66772
Switzerland,67284.10913,68640.07445,70510.02547,71341.34285,73749.9388,74439.4636,73824.38488,73254.95291,74718.68361,76282.98396,78893.80774,81254.17005,82481.06804,79585.52159,81315.42286,81874.33619,81964.88642,82479.92154,83394.37114,83806.4476,84611.09985,84967.58855,86756.60213,87123.66044,84637.01323,88520.322,90057.03594
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,7666.984784,8125.955528,8359.874902,8238.300952,8549.079073,8720.910135,8902.837975,9226.150453,9744.322439,10212.7825,10725.05476,11169.28678,11477.09009,11232.82312,11770.75658,12380.0153,13014.58249,13316.0523,13418.97577,13567.35722,13642.01809,13612.92425,13904.11534,13758.74701,12738.72484,14093.09093,14355.60624
China,1653.433789,1787.766977,1909.622328,2038.206474,2193.896866,2359.572385,2557.891612,2797.176659,3061.833173,3390.716159,3800.765796,4319.031398,4711.643449,5128.904128,5647.068727,6152.696873,6591.662494,7056.423092,7532.785301,8016.445595,8516.528742,9053.228725,9619.209475,10155.51088,10358.17,11223.25535,11560.24212
Cote d'Ivoire,1779.74207,1884.721989,1900.213381,1865.123051,1809.920801,1725.155942,1636.446951,1521.884843,1534.076717,1514.620558,1523.233058,1507.089596,1545.880093,1568.021136,1640.315034,1520.342303,1602.910924,1739.155195,1858.615354,1941.581898,2027.833976,2122.502619,2168.913442,2252.543316,2234.909473,2333.353122,2430.306921
Cameroon,1064.646045,1083.64161,1105.245204,1124.900477,1137.624527,1156.050391,1175.871674,1206.610512,1256.69365,1250.058883,1262.871906,1281.392485,1281.019837,1277.181619,1277.265693,1283.567041,1305.668033,1332.860004,1366.966595,1399.675336,1420.029872,1429.234685,1445.267771,1454.564069,1419.328208,1428.562585,1441.794905
"Congo, Dem. Rep.",452.7630576,420.6241395,404.1154831,375.9505248,339.9694493,322.9300371,322.440052,330.5489872,342.4599974,352.3212298,359.4280717,369.8407542,380.4949105,379.054881,393.0274509,406.2010287,420.6293655,441.0129783,466.4249468,482.0645686,476.8149047,477.8478912,489.3823746,494.8192478,487.4331332,501.2390885,528.7888345
"Congo, Rep.",2130.313648,2073.970039,2105.976024,1997.533238,2068.389853,2067.820132,2112.540087,2071.578017,2071.98939,2153.767153,2240.089966,2016.31533,2073.619747,2223.78262,2345.118143,2320.34012,2481.301793,2405.040391,2504.299818,2455.34791,2189.16901,2017.859751,1924.72433,1901.061453,1740.832342,1718.235704,1704.272352
Colombia,4179.2262,4246.156656,4196.920349,3953.729994,4003.985169,4007.52805,4045.306747,4142.007703,4301.035042,4447.566818,4685.054586,4939.117957,5042.061146,5042.144959,5209.732471,5511.099853,5667.498751,5899.76792,6107.08302,6228.651622,6291.079698,6280.891051,6320.990748,6404.108766,5852.983235,6423.859895,6842.532512
Comoros,1096.607184,1116.530618,1106.903299,1105.736687,1202.131382,1205.509181,1208.589928,1210.028524,1209.863114,1219.991232,1227.482897,1212.751725,1235.652819,1249.839403,1270.302654,1295.204391,1307.973031,1337.397725,1336.489702,1322.936775,1337.527869,1360.431185,1383.377872,1381.622238,1352.955492,1355.538811,1362.778021
Cabo Verde,1380.333562,1499.44645,1650.497394,1797.295731,2015.381364,2026.279155,2099.900151,2156.347923,2344.518781,2474.824855,2639.962717,3005.229408,3181.450818,3101.393841,3124.57209,3208.367126,3204.601883,3188.569677,3174.705317,3169.078901,3267.879015,3376.938283,3463.812818,3667.057364,2876.153429,3010.345633,3494.569244
Costa Rica,6801.655421,7014.530061,7355.153636,7507.965381,7646.027372,7768.438955,7898.633138,8109.824897,8340.829852,8545.747274,9041.386796,9647.860895,9966.04844,9746.490696,10137.58217,10453.52257,10832.75676,10975.69637,11240.71159,11529.95517,11893.32325,12267.16204,12470.95742,12662.42285,12030.04859,12906.99704,13424.4647
Caribbean small states,7275.786645,7430.110958,7589.032509,7842.450329,8078.83532,8186.728935,8423.047341,8836.455996,9125.975181,9397.205789,9973.750174,10249.76512,10313.66584,9888.971022,9956.641117,10003.07864,10281.08862,10354.68953,10526.54721,10484.86996,10198.49218,10087.85831,10151.04118,10173.91664,9166.622722,9657.388607,10899.44405
Cuba,3598.989781,3687.35993,3681.30245,3896.298094,4113.490275,4231.803662,4280.216733,4430.984539,4675.788772,5189.928604,5808.640735,6225.354518,6477.777944,6567.960155,6720.649915,6903.911705,7105.404329,7292.708134,7362.311259,7683.740254,7721.70357,7865.338609,8047.941031,8043.014197,7172.517928,7291.037772,7449.68288
Curacao,,,,,21523.64585,22171.06549,22231.87926,21840.89126,21512.11155,21112.32187,20913.66299,21011.15701,21202.43046,20952.8998,20706.43741,20518.09858,20277.51126,19921.47718,19529.52859,19361.81296,18953.05386,18651.4797,18355.17658,17980.52979,14974.32548,15864.76525,17387.2854
Cayman Islands,,,,,,,,,,,96176.30101,96280.24735,93166.31598,84026.97236,79519.84465,78393.73677,77448.51029,76617.54415,76872.5807,77295.84529,78077.43383,78883.2812,80597.70911,82170.59269,76609.76938,78731.14796,80946.966
Cyprus,19384.02539,19615.90234,20560.94531,21348.34766,22382.49609,23017.74023,23602.63477,23929.20508,24798.0293,25629.69727,26393.79492,27155.02148,27447.36328,26181.85938,26019.87891,25466.2207,24216.63672,22682.36719,22513.87891,23408.44141,24805.3125,26013.94922,27161.52344,28360.35938,27089.88281,29498.70898,30571.55078
Czechia,11711.31541,11663.17382,11632.6029,11805.67184,12312.49777,12734.92203,12959.81748,13428.09962,14070.28046,14978.41319,15948.74529,16739.17872,17046.88503,16160.62056,16505.9537,16761.82731,16606.99254,16593.86423,16951.37912,17829.69832,18247.01173,19139.23988,19689.5827,20206.42564,19048.08685,20085.51607,20237.44311
Germany,31790.86686,32313.29707,32959.07357,33559.39937,34490.07577,35011.06846,34883.05807,34619.66407,35034.08061,35310.47047,36699.44678,37842.35779,38278.31301,36190.39289,37760.91363,39977.34171,40069.35396,40135.01583,40851.16173,41103.25644,41682.03224,42639.55441,42928.74124,43292.68389,41601.97316,42900.02252,43361.17712
Djibouti,,,,,,,,,,,,,,,,,,2167.202457,2279.577595,2409.311902,2538.054019,2632.913333,2714.351648,2820.062866,2814.826221,2901.137113,2950.946475
Dominica,5672.075182,5803.177313,6034.694409,6077.21916,6251.471177,6265.171953,6078.271721,6447.431432,6631.333141,6665.105971,6968.763248,7407.930636,7934.646075,7841.273188,7897.690327,7881.525202,7781.532762,7711.446038,8013.753085,7724.042411,7929.805284,7370.433117,7586.646141,7936.304818,6566.427357,6978.470497,7339.695107
Denmark,44314.7905,45570.07982,46412.03897,47622.43908,49241.928,49469.68881,49541.85555,49599.99696,50792.00095,51835.83271,53687.44155,53935.87025,53345.35762,50457.23249,51173.46616,51644.46351,51567.04015,51831.79793,52404.76397,53254.85637,54556.06895,55735.7649,56563.48847,57203.02779,55653.58745,59205.64669,60345.55732
Dominican Republic,3454.408698,3697.763655,3883.133466,4050.581525,4175.171024,4214.573761,4340.899936,4222.590337,4272.075232,4612.808749,4971.238166,5272.864112,5373.096253,5353.598222,5724.307291,5827.383253,5909.863376,6120.991164,6472.849086,6838.936746,7209.990202,7461.653269,7894.955192,8205.142592,7571.78282,8410.605843,8732.080739
Algeria,2927.377437,2910.239243,3012.805444,3066.0377,3138.230019,3188.206226,3321.637761,3512.899048,3612.75298,3774.071254,3783.312964,3848.778251,3874.368069,3866.295758,3931.720059,3969.660276,4025.641484,4057.764807,4129.422549,4197.419985,4246.242174,4218.082319,4188.220385,4153.003455,3873.508746,3939.360864,3999.757697
East Asia & Pacific (excluding high income),1738.960303,1843.996478,1875.45716,1973.962326,2103.714657,2229.567227,2387.955523,2579.559473,2791.925373,3045.821879,3356.805666,3747.355352,4039.868404,4330.582783,4726.03299,5095.473289,5435.162427,5783.283615,6137.899099,6500.07275,6875.115599,7280.749431,7705.433079,8105.016549,8167.2965,8758.109772,9033.805342
Early-demographic dividend,2060.151878,2116.605444,2128.545151,2132.758092,2185.959027,2167.959034,2167.566696,2244.456831,2342.927356,2439.874993,2545.126882,2647.453858,2696.661276,2672.92473,2802.961476,2896.355999,2974.617244,3052.049671,3133.912866,3227.845551,3325.688434,3431.30954,3516.704413,3554.562799,3362.074411,3562.727733,3724.249973
East Asia & Pacific,4575.717994,4706.784931,4676.448216,4802.832497,5014.540009,5133.901414,5313.785248,5532.516431,5812.763493,6109.882939,6456.113292,6887.684916,7137.756544,7269.639193,7769.636334,8135.873312,8489.72432,8865.880727,9218.652242,9586.061906,9962.382204,10392.1382,10820.56457,11189.51336,11122.83677,11774.96255,12090.41107
Europe & Central Asia (excluding high income),3644.640768,3742.597528,3680.974264,3768.153712,4084.465384,4191.625052,4420.865725,4724.317034,5109.575288,5477.538077,5914.737711,6364.248704,6606.651136,6197.573472,6508.999229,6877.332141,7112.576336,7357.24894,7463.754469,7486.327414,7559.620476,7814.126777,8022.118814,8161.424243,8033.627994,8598.15408,8748.028255
Europe & Central Asia,16318.67812,16791.01378,17208.83926,17684.07195,18435.00174,18826.82648,19090.51529,19383.29809,19942.74286,20413.58836,21136.85991,21838.15632,21969.31637,20905.30748,21376.44824,21825.17473,21822.14475,21910.22955,22231.81617,22588.58857,22918.02159,23495.73777,23910.53759,24265.41708,22883.62024,24345.0991,25192.77083
Ecuador,4369.321022,4477.570934,4543.536482,4254.15121,4227.552516,4322.341882,4421.934417,4463.597184,4746.807173,4912.527491,5041.3338,5063.984478,5294.899313,5236.053684,5331.383774,5657.213016,5881.381167,6078.439563,6215.838092,6130.586676,5965.643273,6012.803317,5976.245345,5863.910566,5331.976611,5492.489271,5590.541634
"Egypt, Arab Rep.",2181.252772,2251.988634,2327.101541,2416.362326,2517.580506,2553.528409,2560.457409,2587.630508,2639.347069,2703.222583,2832.5482,2974.687871,3125.74753,3208.452267,3305.883247,3290.761828,3288.794355,3283.74072,3301.204443,3370.382447,3444.268262,3517.587895,3635.420582,3769.03577,3835.784215,3896.842853,4088.897045
Euro area,27679.73376,28361.34957,29160.81797,29947.87518,31003.42204,31562.5383,31704.01857,31747.54921,32297.59125,32671.41663,33569.91604,34398.59407,34373.6953,32713.22063,33347.48781,33995.70779,33634.45891,33446.92081,33801.10447,34390.34874,34926.9056,35766.54487,36317.3226,36850.07427,34557.11784,36592.9297,37671.52949
Eritrea,788.428128,840.5770172,843.9888355,832.0224896,793.6205616,838.8989132,835.1099976,780.4681392,760.3487878,761.0317824,741.0007433,739.7393434,649.6944623,657.7864582,658.5862715,702.3966325,,,,,,,,,,,
Spain,20448.60149,21117.01858,21953.66752,22846.71775,23937.96855,24707.36707,25026.08647,25310.45639,25654.33655,26145.80858,26762.26726,27218.44926,27025.29494,25778.95647,25702.34684,25402.60507,24634.96209,24368.96824,24783.08295,25754.36103,26514.32481,27239.35244,27739.86477,28087.89792,24829.64859,26391.59723,27702.7453
Estonia,7601.669019,8692.296438,9157.064847,9091.333194,9960.139039,10625.57927,11417.16797,12362.24828,13282.54552,14631.38733,16155.20743,17459.09831,16607.56806,14205.39488,14585.83866,15692.78883,16257.4722,16553.38326,17096.64458,17402.03761,17945.94496,18962.4103,19611.61099,20269.57514,20118.10507,21707.24075,21143.29136
Ethiopia,263.2558821,263.1443994,246.3872804,251.377724,258.870525,272.2885509,268.4236018,255.1002658,281.5203253,305.979355,329.6792788,357.1179315,384.5726584,406.8569279,445.1823356,481.0378573,508.0657097,546.592835,586.5736135,630.3126194,671.2905759,715.7487347,744.3675203,785.484972,811.2555399,834.9912914,857.3154856
European Union,23321.71402,23904.50607,24591.27137,25274.68753,26229.11249,26764.4457,26999.68255,27148.09199,27747.63091,28181.68506,29072.07669,29889.14148,29984.50678,28612.76996,29208.34908,29816.41826,29563.49375,29467.13627,29864.10268,30487.15617,31022.32321,31854.89087,32455.94929,33014.74086,31126.38019,33037.14416,34159.65719
Fragile and conflict affected situations,1296.705487,1331.882007,1378.004761,1392.510769,1436.119815,1464.877288,1496.078661,1477.22168,1601.685339,1654.680493,1709.875585,1770.26919,1814.905868,1821.317842,1899.999054,1853.005712,1896.993704,1916.066228,1912.46772,1890.48128,1889.414064,1894.058164,1901.024299,1899.633963,1763.417091,1766.938332,1757.895192
Finland,30908.30031,32768.37813,34464.99088,35891.00564,37884.39132,38784.77255,39351.3904,40044.30486,41522.17508,42530.61968,44074.03092,46212.64097,46358.62041,42412.09785,43563.5722,44466.8177,43637.24867,43044.99712,42710.92129,42801.90812,43878.96673,45173.62941,45627.91989,46135.88142,44984.73445,46315.06285,46929.14352
Fiji,3946.430516,3821.069201,3826.160096,4114.960672,4000.854363,4038.133189,4125.326396,4125.72967,4302.347613,4291.71551,4330.827236,4257.514534,4272.306647,4191.34728,4297.138966,4397.90305,4446.734206,4645.046523,4894.043638,5105.189612,5223.376039,5499.122255,5708.910971,5679.051881,4701.331508,4451.602644,5313.028471
France,30057.96555,30650.74448,31633.14775,32546.93405,33592.46683,34009.8624,34146.30627,34183.66334,34893.52981,35208.8558,35821.87199,36464.95927,36354.65866,35129.36224,35638.12156,36244.18716,36182.15113,36203.19087,36378.61866,36652.92231,36956.7958,37694.0833,38259.69777,38832.0242,35806.61789,38002.19424,38816.47928
Faroe Islands,,,,,,,,,,,,,44678.66958,42740.25394,42510.34665,44108.58035,47197.67409,49933.35032,52595.02543,52726.68738,52762.42872,53822.9099,54506.38707,56099.96896,54248.5498,56856.68539,59699.20083
"Micronesia, Fed. Sts.",2733.100628,2559.409442,2625.915211,2658.8326,2783.116177,2837.372548,2851.772051,2901.44992,2821.341879,2891.873288,2906.269003,2872.934132,2825.095854,2878.111386,2950.798726,3036.448494,2970.265188,2851.035434,2774.694714,2891.322103,2905.061452,2969.339334,2962.238581,2984.930124,2883.493871,2799.527103,2751.268661
Gabon,8613.580568,8882.402879,8963.204979,7959.064796,7611.835714,7574.114915,7357.566714,7322.606141,7171.683533,7155.365485,6750.050849,6937.485134,6497.481239,6295.199055,6514.731163,6735.082879,6840.948612,6977.770269,7039.682149,7090.454634,7038.577278,6893.384327,6786.89035,6893.323105,6619.688603,6581.22741,6637.066106
United Kingdom,33775.5009,35347.76354,36448.26422,37440.79406,38918.45506,39768.66635,40310.30494,41385.54047,42149.27034,43007.36292,43711.15502,44508.6058,44060.0031,41709.96617,42310.74991,42462.10673,42805.84252,43282.20975,44337.67864,44964.39114,45482.17829,46373.63853,46740.55359,47240.59962,42191.91737,45889.61102,47923.48224
Georgia,1191.159016,1359.367634,1436.685326,1508.628589,1566.531264,1667.477145,1774.603598,1984.207608,2112.222226,2329.527739,2563.495646,2901.050402,2980.254377,2897.077258,3100.164749,3355.163643,3596.852848,3738.13282,3902.331071,4014.111651,4128.309196,4327.64749,4539.003515,4773.334964,4447.581935,4931.732445,5438.604177
Ghana,951.9227951,968.8460383,990.175027,1008.833684,1020.162204,1033.121359,1050.344019,1075.371878,1105.685636,1140.186427,1181.558981,1201.210818,1277.822996,1306.185146,1374.985027,1530.359335,1631.919362,1708.828005,1715.823963,1711.271317,1728.097077,1827.273918,1899.808422,1981.61375,1951.064469,2009.359083,2031.428339
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,
